Air Flow,Bearing Type,Color,Features,Kind,LED Color,Link,Manufacturer,Model,Name,Noise Level,Part #,Prices,RPM,Size,Static Pressure,avg,short_link,fan_size,air_flow,max_flow,min_flow,rpm,rpm_min,rpm_max,noise,has_LED,static_pressure
21.1 - 46.3 CFM,UFO,Black/Orange,"The TrueQuiet 120 UFO case fan was designed to minimize sound while maximizing airflow in your PC. It reduces sound with nine low-turbulence fan blades and limits vibration with rubberized corners. The TrueQuiet 120 UFO accentuates all of these features with a translucent ring that glows in blue, green, white, or red. The light allows users to illuminate their builds while enjoying effective and quiet cooling.<br/>Features: 2-way switch to select fan speed<br/>Uniquely-designed fan blades increase air flow while reducing turbulence and noise<br/>Silicone grommets to reduce vibration<br/>Toolless mounting pins for quick and easy installation<br/>Included 3-pin to Molex adapter",Case Fan,Green,/product/7MJwrH/antec-case-fan-truequiet120ufogr,Antec,,Antec TrueQuiet 120 UFO Gr 46.3 CFM  120mm Fan,8.9 - 19.9 dbA,TrueQuiet 120 UFO Gr,[],600 - 1000 RPM,120mm,,0.0,antec-case-fan-truequiet120ufogr,120.0,21.1 - 46.3 ,46.3,21.1,600 - 1000 ,600.0,1000.0,19.9,Yes,0.0
42.4 - 90.8 CFM,Twister,Clear,LED Number: 36 (2 color *18)<br/>LED Type: Circular Type LED with 11 Modes<br/>Static Pressure (mm-H2O): 0.855 - 1.772<br/>Rated Voltage (V): 12<br/>Input Current (A): 0.6<br/>Input Power (W): 7.2<br/>Accessory: 4 x Isolator-mount; 1 x 3 to 4 pin adaptor; 2 x adhesive tapes<br/>Circular type LED with 36 (up to 2*18) diodes and up to five times brighter than any other LED fans<br/>Blue/Red Combo-LED with 11 switchable modes<br/>Focus Blades centering light to increase brightness<br/>Turbine Blades for high-pressure airflow<br/>Twister Bearing technology for long lifetime and low noise<br/>Manual VR for optimal fan speed control<br/>Detachable blades for easy cleaning<br/>Isolator-mount for shockproof and easy installation.,Case Fan,Blue/Red,/product/7mw323/enermax-case-fan-uctvd14a,Enermax,,Enermax UCTVD14A 90.8 CFM  140mm Fan,15.0 dbA,UCTVD14A,[],700 - 1500 RPM,140mm,,0.0,enermax-case-fan-uctvd14a,140.0,42.4 - 90.8 ,90.8,42.4,700 - 1500 ,700.0,1500.0,15.0,Yes,0.0
33.3 - 71.8 CFM,Twister,Clear,LED Number: 36 (2 color *18)<br/>LED Type: Circular Type LED with 11 Modes<br/>Static Pressure (mm-H2O): 0.971 - 2.030<br/>Rated Voltage (V): 12<br/>Input Current (A): 0.5<br/>Input Power (W): 6<br/>Accessory: 4 x Isolator-mount; 1 x 3 to 4 pin adaptor; 2 x adhesive tapes<br/>Circular type LED with 36 (up to 2*18) diodes and up to five times brighter than any other LED fans<br/>Blue/Red Combo-LED with 11 switchable modes<br/>Focus Blades centering light to increase brightness<br/>Turbine Blades for high-pressure airflow<br/>Twister Bearing technology for long lifetime and low noise<br/>Manual VR for optimal fan speed control<br/>Detachable blades for easy cleaning<br/>Isolator-mount for shockproof and easy installation.,Case Fan,Blue/Red,/product/VM9KHx/enermax-case-fan-uctvd12a,Enermax,,Enermax UCTVD12A 71.8 CFM  120mm Fan,16.0 dbA,UCTVD12A,[],800 - 1700 RPM,120mm,,0.0,enermax-case-fan-uctvd12a,120.0,33.3 - 71.8 ,71.8,33.3,800 - 1700 ,800.0,1700.0,16.0,Yes,0.0
71.2 CFM,Twister,White,"""TWISTER"" Bearing Technology for long lifetime and low noise<br/>BATWING Blade Design and Carved HALO Frame for extra 20 ~ 30% airflow<br/>Modular Frame with aluminium ring for enhanced stablity of structure<br/>High brightness LED with a unique lightning effect<br/>Detachable fan blades for easy cleaning",Case Fan,White,/product/m6JwrH/enermax-case-fan-uccl12n,Enermax,,Enermax UCCL12N 71.2 CFM  120mm Fan,18.0 dbA,UCCL12N,[],1500 RPM,120mm,,0.0,enermax-case-fan-uccl12n,120.0,71.2 ,71.2 ,71.2,1500 ,1500.0,1500.0,18.0,Yes,0.0
45.4 CFM,Twister,Blue,"LED Number: 15<br/>Static Pressure (mm-H2O): 0.882<br/>Input Power (W): 3<br/>Rated Voltage (V): 12<br/>Accessory: Screws × 4, 3-pin to 4-pin adaptor x 1<br/>Circular type LED with up to 15 diodes and up to four times brighter than any other fans<br/>Focus Blades centering the light to increase brightness<br/>Turbine Blades of high-pressure airflow<br/>Twister Bearing technology for long lifetime and low noise<br/>Detachable fan blades for easy cleaning.",Case Fan,Blue,/product/x4ckcf/enermax-case-fan-ucta14nbl,Enermax,,Enermax UCTA14N-BL 45.4 CFM  140mm Fan,15.0 dbA,UCTA14N-BL,[],750 RPM,140mm,0.88 mm/H2O,0.0,enermax-case-fan-ucta14nbl,140.0,45.4 ,45.4 ,45.4,750 ,750.0,750.0,15.0,Yes,0.88
20.4 - 67.5 CFM,Twister,Clear,LED Number: 54 (3 color * 18)<br/>LED type: Circular Type LED with 14 Modes<br/>Static Pressure (mm-H2O): 0.618 - 1.912<br/>Rated Voltage (V): 12<br/>Input Current (A): 0.7<br/>Input Power (W): 8.4<br/>Accessory: 4 x Isolator-mount; 1 x 3 to 4 pin adaptor; 1 x adhesive tape<br/>Circular type LED with 54 (up to 3*18) diodes and up to five times brighter than any other fans<br/>Blue/Red/Green Combo-LED with 14 Vegas Modes<br/>Focus Blades centering light to increase brightness<br/>Turbine Blades for high-pressure airflow<br/>Twister Bearing technology for long lifetime and low noise<br/>PWM fan speed control to keep your system cool and silent all the time<br/>Detachable blades for easy cleaning<br/>Isolator-mount for shockproof and easy installation.,Case Fan,Blue/Red/Green,/product/2hbp99/enermax-case-fan-uctvt12p,Enermax,,Enermax UCTVT12P 67.5 CFM  120mm Fan,14.0 dbA,UCTVT12P,[],500 - 1600 RPM,120mm,,0.0,enermax-case-fan-uctvt12p,120.0,20.4 - 67.5 ,67.5,20.4,500 - 1600 ,500.0,1600.0,14.0,Yes,0.0
24.4 CFM,Hydro Dynamic Bearing,White,"Innovative Silent Fan with Advanced Technology<br/>Unique ISGC Fan Blade<br/>Hydro Dynamic Bearing (HDB)<br/>Adjustable Manual Fan Speed Control<br/>Max. Air Pressure: 0.048 IN-H2O<br/>Rated Voltage: 12 V<br/>Started Voltage: 7 V<br/>Rated Current: 0.035 A (Max. 0.12 A)<br/>Power Input: 0.42 W (Max. 1.44 W)<br/>MTBF: 50,000 Hours @ 40°C<br/>Weight: 78 g",Case Fan,,/product/tzQypg/thermaltake-case-fan-af0043,Thermaltake,,Thermaltake AF0043 24.4 CFM  80mm Fan,18.2 dbA,AF0043,[],800 - 1600 RPM,80mm,,0.0,thermaltake-case-fan-af0043,80.0,24.4 ,24.4 ,24.4,800 - 1600 ,800.0,1600.0,18.2,No,0.0
10.6 CFM,,Translucent/Blue,,Case Fan,,/product/GX4gXL/noiseblocker-case-fan-nbblacksilentfanxr1,NoiseBlocker,,NoiseBlocker NB-BlackSilentFan XR-1 10.6 CFM  60mm Fan,11.0 dbA,NB-BlackSilentFan XR-1,[9.99],1600 RPM,60mm,,9.99,noiseblocker-case-fan-nbblacksilentfanxr1,60.0,10.6 ,10.6 ,10.6,1600 ,1600.0,1600.0,11.0,No,0.0
32.6 CFM,Fluid Circulative Bearing,Clear,Performing max. Air flow and mini. amount of noise<br/>Less power consumption.<br/>Optimal static pressure and torque.<br/>Reduce noise and power consumption.<br/>Transparent frame and blades<br/>Longer life bearing design.<br/>Reliable and outstanding performance,Case Fan,White,/product/FzQypg/xigmatek-case-fan-clff8254,Xigmatek,,Xigmatek CLF-F8254 32.6 CFM  80mm Fan,25.0 dbA,CLF-F8254,[],2200 RPM,80mm,,0.0,xigmatek-case-fan-clff8254,80.0,32.6 ,32.6 ,32.6,2200 ,2200.0,2200.0,25.0,Yes,0.0
76.0 CFM,Fluid Circulative Bearing,Clear,"Performing max. Air flow and mini. amount of noise<br/>Less power consumption<br/>Optimized blade design to create cooling performance<br/>Reduce noise and power consumption<br/>Quad LEDs and transparent frame and blades<br/>Longer life bearing design<br/>Reliable and outstanding performance<br/>Anti-vibration rubbers attached<br/>4 pin adaptor attached<br/>Voltage Rating: 12 V<br/>Starting Voltage: 9V<br/>Life Expectance: 30,000 hrs",Case Fan,Purple,/product/N37wrH/xigmatek-case-fan-clff2005,Xigmatek,,Xigmatek CLF-F2005 76.0 CFM  200mm Fan,18.0 dbA,CLF-F2005,[],800 RPM,200mm,,0.0,xigmatek-case-fan-clff2005,200.0,76.0 ,76.0 ,76.0,800 ,800.0,800.0,18.0,Yes,0.0
75.3 CFM,Aeronautical Oil System Bearing,Orange,Material: P.B.T.<br/>Voltage Rating: 12 V<br/>Start Voltage: 9V<br/>Weight: 122 g<br/>4pcs. white LED.<br/>Copper axis with long life sleeve bearing to provide long-term life and stability.<br/>Waveform and enhanced lubricant circuits to provide outstanding aerodynamic efficiency.<br/>Wave Shaped and small hub dimension generate extra high airflow.<br/>Wave Blade technology increases 25% of air flow and drops 10% noise.,Case Fan,White,/product/JYkD4D/xigmatek-case-fan-xaff1253,Xigmatek,,Xigmatek XAF-F1253 75.3 CFM  120mm Fan,24.0 dbA,XAF-F1253,"[12.49, 12.49]",1500 RPM,120mm,,12.49,xigmatek-case-fan-xaff1253,120.0,75.3 ,75.3 ,75.3,1500 ,1500.0,1500.0,24.0,Yes,0.0
32.6 CFM,Fluid Circulative Bearing,Clear,Performing max. Air flow and mini. amount of noise<br/>Less power consumption.<br/>Optimal static pressure and torque.<br/>Reduce noise and power consumption.<br/>Transparent frame and blades<br/>Longer life bearing design.<br/>Reliable and outstanding performance,Case Fan,Blue,/product/vTQypg/xigmatek-case-fan-clff8251,Xigmatek,,Xigmatek CLF-F8251 32.6 CFM  80mm Fan,25.0 dbA,CLF-F8251,[16.85],2200 RPM,80mm,,16.85,xigmatek-case-fan-clff8251,80.0,32.6 ,32.6 ,32.6,2200 ,2200.0,2200.0,25.0,Yes,0.0
35.4 CFM,Fluid Dynamic,Clear,Industry leading air channeling fan.<br/>Wide fan blades for reducing air resistance.<br/>Standard 120mm frame for maximum compatibility with CPU coolers.<br/>Integrated air channeling grille double as fan guard to reduce overall size.<br/>Low power consumption.<br/>The Fluid Dynamic Bearing (FDB) for high reliability.<br/>Rated Voltage: 12V DC<br/>Start Voltage: 5V DC<br/>Rated Current: Max 0.33A (Actual) 0.09A<br/>Rated Power: Max 3.96W (Actual)1.56W<br/>ffective Airflow Range: 1 Meter<br/>Static Pressure: 1.71mmH2O<br/>Air Speed: 2.5m/s (measured at fan exit)<br/>Noice Reduction: Includes two speed reduction cables<br/>Life Time: 50000 hours,Case Fan,Green,/product/g8DwrH/silverstone-case-fan-ap121gl,Silverstone,,Silverstone AP121-GL 35.4 CFM  120mm Fan,22.4 dbA,AP121-GL,[19.99],1500 RPM,120mm,1.71 mm/H2O,19.99,silverstone-case-fan-ap121gl,120.0,35.4 ,35.4 ,35.4,1500 ,1500.0,1500.0,22.4,Yes,1.71
7.1 CFM,,Translucent/Blue,,Case Fan,,/product/wPw323/noiseblocker-case-fan-nbblacksilentfanxs1,NoiseBlocker,,NoiseBlocker NB-BlackSilentFan XS-1 7.1 CFM  50mm Fan,16.0 dbA,NB-BlackSilentFan XS-1,[],3000 RPM,50mm,,0.0,noiseblocker-case-fan-nbblacksilentfanxs1,50.0,7.1 ,7.1 ,7.1,3000 ,3000.0,3000.0,16.0,No,0.0
38.0 CFM,,Clear,3-speed switch lets you balance quiet performance with maximum cooling<br/>3-pin and 4-pin power connectors provide convenient connections to your motherboard or power supply<br/>Fan-speed monitoring capability included (requires compatible motherboard),Case Fan,,/product/nWFPxr/antec-case-fan-761345750929,Antec,,Antec 761345-75092-9 38.0 CFM  92mm Fan,27.0 dbA,761345-75092-9,"[8.88, 5.99, 13.99, 18.0]",2200 RPM,92mm,,11.715,antec-case-fan-761345750929,92.0,38.0 ,38.0 ,38.0,2200 ,2200.0,2200.0,27.0,No,0.0
25.6 CFM,,Clear,Highly transparent 8cm crystal fan<br/>multi color super bright LED lights<br/>Ultra quiet and powerful,Case Fan,Multi-Color,/product/r2JwrH/apevia-case-fan-cf4sl4c,Apevia,,Apevia CF4SL-4C 25.6 CFM  80mm Fan,22.1 dbA,CF4SL-4C,[],2000 RPM,80mm,1.64 mm/H2O,0.0,apevia-case-fan-cf4sl4c,80.0,25.6 ,25.6 ,25.6,2000 ,2000.0,2000.0,22.1,Yes,1.64
33.2 CFM,Sleeve,Red,4 Red LEDs implemented for bright glowing result,Case Fan,Red,/product/9xphP6/rosewill-case-fan-rfa80rl,Rosewill,,Rosewill RFA-80-RL 33.2 CFM  80mm Fan,22.4 dbA,RFA-80-RL,[],2500 RPM,80mm,,0.0,rosewill-case-fan-rfa80rl,80.0,33.2 ,33.2 ,33.2,2500 ,2500.0,2500.0,22.4,Yes,0.0
58.5 CFM,Sleeve,Clear,High performance for system thermal solution<br/>High airflow and less noise with 9-bladed design<br/>Brilliant LED,Case Fan,Green,/product/LWFPxr/silverstone-case-fan-fn121pgl,Silverstone,,Silverstone FN121-P-GL 58.5 CFM  120mm Fan,25.1 dbA,FN121-P-GL,"[9.79, 10.99]",1200 RPM,120mm,,10.39,silverstone-case-fan-fn121pgl,120.0,58.5 ,58.5 ,58.5,1200 ,1200.0,1200.0,25.1,Yes,0.0
64.5 CFM,,Black/Red,,Case Fan,,/product/8nQRsY/thermalright-case-fan-ty14013r,Thermalright,,Thermalright TY-14013R 64.5 CFM  120mm Fan,30.6 dbA,TY-14013R,[13.99],700 - 1300 RPM,120mm,,13.99,thermalright-case-fan-ty14013r,120.0,64.5 ,64.5 ,64.5,700 - 1300 ,700.0,1300.0,30.6,No,0.0
14.7 - 28.6 CFM,Enter,Blue,,Case Fan,,/product/MPZQzy/silverstone-case-fan-scool81,Silverstone,,Silverstone SCOOL81 28.6 CFM  80mm Fan,15.0 - 19.0 dbA,SCOOL81,[],900 - 1750 RPM,80mm,,0.0,silverstone-case-fan-scool81,80.0,14.7 - 28.6 ,28.6,14.7,900 - 1750 ,900.0,1750.0,19.0,No,0.0
65.0 - 150.0 CFM,2 Ball,White,High performance for positive pressure solution<br/>High air pressure and less noise with giant-bladed design<br/>Shorting cable included for fixed speed operation,Case Fan,,/product/DrNp99/silverstone-case-fan-fm181,Silverstone,,Silverstone FM181 150.0 CFM  180mm Fan,17.0 - 36.0 dbA,FM181,[26.0],500 - 1300 RPM,180mm,,26.0,silverstone-case-fan-fm181,180.0,65.0 - 150.0 ,150.0,65.0,500 - 1300 ,500.0,1300.0,36.0,No,0.0
31.8 CFM,,Black,,Case Fan,,/product/JVxfrH/noiseblocker-case-fan-nbblacksilentpropp,NoiseBlocker,,NoiseBlocker NB-BlackSilentPro P-P 31.8 CFM  80mm Fan,18.0 dbA,NB-BlackSilentPro P-P,[],2000 RPM,80mm,,0.0,noiseblocker-case-fan-nbblacksilentpropp,80.0,31.8 ,31.8 ,31.8,2000 ,2000.0,2000.0,18.0,No,0.0
87.0 CFM,Sleeve,Blue,Connector: 3-pin plus 4-pin molex<br/>Rated Voltage: 12 VDC<br/>Operating Voltage Range: 7 - 13.8 VDC<br/>Rated Current: 0.2 Max.Amp<br/>Rated Power: 2.4 Max.Watt,Case Fan,,/product/hsDwrH/prolimatech-case-fan-probv14,Prolimatech,,Prolimatech PRO-BV14 87.0 CFM  140mm Fan,18.1 dbA,PRO-BV14,[],1000 RPM,140mm,,0.0,prolimatech-case-fan-probv14,140.0,87.0 ,87.0 ,87.0,1000 ,1000.0,1000.0,18.1,No,0.0
52.0 CFM,Sleeve,Black,Wire coating,Case Fan,,/product/7D9KHx/masscool-case-fan-fd12025s1l34,Masscool,,Masscool FD12025S1L3/4 52.0 CFM  120mm Fan,25.0 dbA,FD12025S1L3/4,"[5.98, 7.99, 10.74]",1500 RPM,120mm,,8.23666666667,masscool-case-fan-fd12025s1l34,120.0,52.0 ,52.0 ,52.0,1500 ,1500.0,1500.0,25.0,No,0.0
28.0 CFM,Sleeve,Black,,Case Fan,,/product/z8DwrH/masscool-case-fan-fd07015s1m34,Masscool,,Masscool FD07015S1M3/4 28.0 CFM  70mm Fan,29.7 dbA,FD07015S1M3/4,"[4.98, 4.99, 4.99, 6.99, 20.6]",3700 RPM,70mm,,8.51,masscool-case-fan-fd07015s1m34,70.0,28.0 ,28.0 ,28.0,3700 ,3700.0,3700.0,29.7,No,0.0
50.3 CFM,,Black,Apevia 120mm case fan with both 3 pin and 4 pin connectors with led<br/>Seven UV-reactive blades and black frame<br/>Comes with 120mm black fan grill<br/>Can plug into motherboard or power supply,Case Fan,Red,/product/h6JwrH/apevia-case-fan-cf12sltrd,Apevia,,Apevia CF12SL-TRD 50.3 CFM  120mm Fan,21.1 dbA,CF12SL-TRD,"[8.99, 13.97]",1500 RPM,120mm,0.96 mm/H2O,11.48,apevia-case-fan-cf12sltrd,120.0,50.3 ,50.3 ,50.3,1500 ,1500.0,1500.0,21.1,Yes,0.96
59.6 CFM,,Green,"Apevia 140mm case fan with both 3 pin and 4 pin connectors with led<br/>Eleven UV-reactive blades and black frame<br/>Comes with 140mm black fan grill<br/>Can plug into motherboard or power supply<br/>Material: UV reactive PU plastic<br/>Air Power: 12 VDC<br/>Operation Voltage Range: 9 VDC ~ 13.5 VDC<br/>Start-up Voltage: 9 VDC<br/>Rated Voltage: 12 VDC<br/>Rated Current: 0.23 A<br/>Lock Rotor Current: 0.25  A<br/>Static Air Pressure: 0.81mm-H2O<br/>Life Expectation: 25,000 hours",Case Fan,Green,/product/2QrG3C/apevia-case-fan-cf14slbgn,Apevia,,Apevia CF14SL-BGN 59.6 CFM  140mm Fan,20.6 dbA,CF14SL-BGN,[],1200 RPM,140mm,0.81 mm/H2O,0.0,apevia-case-fan-cf14slbgn,140.0,59.6 ,59.6 ,59.6,1200 ,1200.0,1200.0,20.6,Yes,0.81
26.4 - 85.6 CFM,Barometric Ball,Black,Air pressure (mmH2O): 0.75 - 3.53 mmH2O<br/>Voltage: 12 V DC<br/>Current (Ampere): 0.45A Max.<br/>Power consumption: 6 W Max.<br/>The innovative Barometric Ball Bearing technology provides longer life span while remaining lower noise level.<br/>Removable blades for quick and easy cleaning.<br/>Nine massive sword-shaped blades generate outstanding high air pressure with balanced airflow.<br/>Triangular blade tips reduce turbulence at fan edges and decrease wind shear noise while keeping maximum sweeping area.<br/>3-piece frame with metal rim provides robust structure.<br/>Honeycomb ventilation meshed frame:<br/>- Low speed operation works as a secondary intake to increase airflow.<br/>- High speed operation helps to reduce noise by releasing excessive turbulence and vibration.<br/>PWM function for total performance solution at high and low speed operation.,Case Fan,,/product/YPZQzy/cooler-master-case-fan-r4exbb20pkr0,Cooler Master,Excalibur,Cooler Master Excalibur 85.6 CFM  120mm Fan,13.0 - 30.0 dbA,R4-EXBB-20PK-R0,[],600 - 2000 RPM,120mm,3.53 mm/H2O,0.0,cooler-master-case-fan-r4exbb20pkr0,120.0,26.4 - 85.6 ,85.6,26.4,600 - 2000 ,600.0,2000.0,30.0,No,3.53
55.4 CFM,Fluid Dynamic,Black,"140mm, 9 blades<br/>1200RPM ± 10%0RPM / 55.4CFM<br/>FDB bearing<br/>Black frame with red LED",Case Fan,Red,/product/td4gXL/rosewill-case-fan-rnbl131409r,Rosewill,,Rosewill RNBL-131409R 55.4 CFM  140mm Fan,-,RNBL-131409R,[],,140mm,,0.0,rosewill-case-fan-rnbl131409r,140.0,55.4 ,55.4 ,55.4,0 - 0,0.0,0.0,0.0,Yes,0.0
52.0 CFM,Ball,Black,"Wire coating<br/>Application: Power supply fan, second case fan or other purpose",Case Fan,,/product/mdZQzy/masscool-case-fan-fd12025b1l34,Masscool,,Masscool FD12025B1L3/4 52.0 CFM  120mm Fan,25.0 dbA,FD12025B1L3/4,"[6.98, 6.99, 7.98, 6.99]",1500 RPM,120mm,,7.235,masscool-case-fan-fd12025b1l34,120.0,52.0 ,52.0 ,52.0,1500 ,1500.0,1500.0,25.0,No,0.0
37.0 CFM,2 Ball,Gray,,Case Fan,,/product/mPw323/scythe-case-fan-d1225c12b3ap13,Scythe,Gentle Typhoon,Scythe Gentle Typhoon 37.0 CFM  120mm Fan,16.0 dbA,D1225C12B3AP-13,[],1150 RPM,120mm,,0.0,scythe-case-fan-d1225c12b3ap13,120.0,37.0 ,37.0 ,37.0,1150 ,1150.0,1150.0,16.0,No,0.0
87.5 CFM,2 Ball,Red,,Case Fan,,/product/xhbp99/rosewill-case-fan-rfx120,Rosewill,,Rosewill RFX-120 87.5 CFM  120mm Fan,38.1 dbA,RFX-120,[],1200 - 2200 RPM,120mm,,0.0,rosewill-case-fan-rfx120,120.0,87.5 ,87.5 ,87.5,1200 - 2200 ,1200.0,2200.0,38.1,No,0.0
45.1 - 78.1 CFM,UFB (Updraft Floating Balance),Red,Power: Input Current: 0.15 A<br/>Rate Voltage: DC 12V<br/>Input Power: 1.8W<br/>Blade Geometry: 9 blades design with M.V.B (Maelström Vortex Booster) Design<br/>Cable Length: 400 mm,Case Fan,,/product/ttvRsY/phanteks-case-fan-phf140tsrd,Phanteks,PH-F140TS,Phanteks PH-F140TS 78.1 CFM  140mm Fan,13.4 - 19.0 dbA,PH-F140TS_RD,[],750 - 1200 RPM,140mm,,0.0,phanteks-case-fan-phf140tsrd,140.0,45.1 - 78.1 ,78.1,45.1,750 - 1200 ,750.0,1200.0,19.0,No,0.0
40.6 CFM,,Translucent/Blue,,Case Fan,,/product/BmXfrH/noiseblocker-case-fan-nbblacksilentfanxl1,NoiseBlocker,,NoiseBlocker NB-BlackSilentFan XL-1 40.6 CFM  120mm Fan,13.0 dbA,NB-BlackSilentFan XL-1,[],1000 RPM,120mm,,0.0,noiseblocker-case-fan-nbblacksilentfanxl1,120.0,40.6 ,40.6 ,40.6,1000 ,1000.0,1000.0,13.0,No,0.0
57.7 CFM,,Translucent/Blue,,Case Fan,,/product/TWg323/noiseblocker-case-fan-nbblacksilentfanxl2,NoiseBlocker,,NoiseBlocker NB-BlackSilentFan XL-2 57.7 CFM  120mm Fan,24.0 dbA,NB-BlackSilentFan XL-2,[],1500 RPM,120mm,,0.0,noiseblocker-case-fan-nbblacksilentfanxl2,120.0,57.7 ,57.7 ,57.7,1500 ,1500.0,1500.0,24.0,No,0.0
11.8 CFM,,Black,,Case Fan,,/product/cc9KHx/noiseblocker-case-fan-nbblacksilentpropr1,NoiseBlocker,,NoiseBlocker NB-BlackSilentPro PR-1 11.8 CFM  60mm Fan,11.0 dbA,NB-BlackSilentPro PR-1,[],1800 RPM,60mm,,0.0,noiseblocker-case-fan-nbblacksilentpropr1,60.0,11.8 ,11.8 ,11.8,1800 ,1800.0,1800.0,11.0,No,0.0
71.2 CFM,,Black,,Case Fan,,/product/yfXfrH/noiseblocker-case-fan-nbblacksilentpropkhp,NoiseBlocker,NB-Black Silent Pro PK-HP,NoiseBlocker NB-Black Silent Pro PK-HP 71.2 CFM  140mm Fan,29.0 dbA,NB-BlackSilentPro PK-HP,[],1500 RPM,140mm,,0.0,noiseblocker-case-fan-nbblacksilentpropkhp,140.0,71.2 ,71.2 ,71.2,1500 ,1500.0,1500.0,29.0,No,0.0
40.0 CFM,,Black,,Case Fan,,/product/hqCwrH/noiseblocker-case-fan-nbblacksilentpropl1,NoiseBlocker,,NoiseBlocker NB-BlackSilentPro PL-1 40.0 CFM  120mm Fan,12.0 dbA,NB-BlackSilentPro PL-1,[],900 RPM,120mm,,0.0,noiseblocker-case-fan-nbblacksilentpropl1,120.0,40.0 ,40.0 ,40.0,900 ,900.0,900.0,12.0,No,0.0
68.2 CFM,Ever Lubricate,Black,,Case Fan,,/product/Gsw323/evercool-case-fan-fanec1425l12ea,Evercool,,Evercool FAN-EC1425L12EA 68.2 CFM  140mm Fan,22.1 dbA,FAN-EC1425L12EA,[],1200 RPM,140mm,,0.0,evercool-case-fan-fanec1425l12ea,140.0,68.2 ,68.2 ,68.2,1200 ,1200.0,1200.0,22.1,No,0.0
54.7 CFM,Sleeve,Silver,Rated Voltage: 12 V<br/>Operating Voltage: 10.2-13.8 VDC<br/>Static Pressure: 0.036 Inch-H2O<br/>Input Current: 0.23A (max)<br/>Input Power: 2.76W<br/>Operating Temperature: -10C to +70C<br/>Note: The 14cm fan + adaptor can only be installed to the side panel in most PC cases with 12cm fan screw holes.<br/>User is recommended to determine the interior space available in his/her own case if intend to mount at places other then the side panel.,Case Fan,Blue,/product/ntJkcf/aerocool-case-fan-streamlinersilver,Aerocool,STREAMLINER SILVER,Aerocool STREAMLINER SILVER 54.7 CFM  140mm Fan,17.0 - 19.6 dbA,STREAMLINER-SILVER,[],1000 RPM,140mm,,0.0,aerocool-case-fan-streamlinersilver,140.0,54.7 ,54.7 ,54.7,1000 ,1000.0,1000.0,19.6,Yes,0.0
107.5 CFM,Sleeve,Black,Wire coating,Case Fan,,/product/BfQypg/masscool-case-fan-fd12038s1m34,Masscool,,Masscool FD12038S1M3/4 107.5 CFM  120mm Fan,41.5 dbA,FD12038S1M3/4,[8.99],2700 RPM,120mm,,8.99,masscool-case-fan-fd12038s1m34,120.0,107.5 ,107.5 ,107.5,2700 ,2700.0,2700.0,41.5,No,0.0
62.7 CFM,Hydraulic,Black,"Static Pressure (mm/H2O): 3.1 mm/H2O<br/>Power Draw (@ +12V): 0.18A<br/>The SP120 High Performance Edition, at full RPM, has outstanding static pressure, up to 3.1mm/H2O, when used on a radiator or heatsink.<br/>Seven wide body, low-pitch custom blades for optimal static pressure at very low noise levels.<br/>Custom fan enclosure for ducting air in the right direction with minimal interference.<br/>Advanced Hydraulic Bearing for reliable, quiet operation.<br/>Rubberized corners for sound damping when installed with standard screws.<br/>User-replaceable colored rings so you can match your fans to your case<br/>Included voltage step-down adapter for even quieter operation.",Case Fan,,/product/dZNp99/corsair-case-fan-co9050007ww,Corsair,Air Series SP120 High Performance Edition,Corsair Air Series SP120 High Performance Edition 62.7 CFM  120mm Fan,35.0 dbA,CO-9050007-WW,"[19.99, 23.99, 17.75]",2350 RPM,120mm,3.10 mm/H2O,20.5766666667,corsair-case-fan-co9050007ww,120.0,62.7 ,62.7 ,62.7,2350 ,2350.0,2350.0,35.0,No,3.1
73.2 CFM,Hydraulic,Blue,"DUAL-LAYER RIGID BLADE DESIGN<br/>Nine dual-layer rigid blades generate more powerful airflow, air pressure &amp; decrease wind shear noise<br/>COUGAR DIVERSION CLAWS DESIGN<br/>Innovative COUGAR diversion claws to provide focused airflow &amp; reduce noisy air turbulences<br/>ANTI-VIBRATION PAD DESIGN<br/>Reduce the vibrations efficiently &amp; silent operation.<br/>LED LIGHT VISUAL DESIGN<br/>BLUE LED with transparent orange blade generates energetic visual effect<br/>HYDRAULIC BEARING TECHNOLOGY<br/>HB runs more smoothly with no friction, make it quietly &amp; durability<br/>TOOL-LESS FIXED PINS<br/>Rubber fixed pins also reduces vibrations (fan run more quietly) and tool-less makes it easy to mount, with no tools required",Case Fan,Blue,/product/8pCwrH/cougar-case-fan-cfd14hbb,Cougar,Dual-X,Cougar Dual-X 73.2 CFM  140mm Fan,18.0 dbA,CF-D14HB-B,"[16.88, 16.99, 19.0, 23.99, 23.99, 25.99]",1000 RPM,140mm,,21.14,cougar-case-fan-cfd14hbb,140.0,73.2 ,73.2 ,73.2,1000 ,1000.0,1000.0,18.0,Yes,0.0
